2026-04-07 22:45:42.236272,320,UREA,SAFE
2026-04-07 22:52:21.935153,317,UREA,SAFE
2026-04-07 23:01:15.468277,308,UREA,SAFE
2026-04-07 23:09:05.614893,317,UREA,SAFE
2026-04-07 23:15:58.107596,321,UREA,SAFE
2026-04-08 10:08:58.975328,262,UREA,SAFE
2026-04-08 10:14:55.077324,245,UREA,SAFE
2026-04-08 10:19:56.759423,304,MIXED,DANGER
2026-04-08 10:22:18.850416,290,MIXED,DANGER
2026-04-08 11:32:36.369865,268,MIXED,DANGER
